,age,country,highest_level_of_education_completed,gender,race,totalCompensation,min_years_of_relevant_experience,Latitude,Longitude
16883,25-34,UK,College Degree,Woman,White,68377.02253,5,52.289,-1.259
16884,25-34,UK,College Degree,Woman,White,79819.70793,5,52.289,-1.259
16885,25-34,UK,Master's degree,Man,White,80936.06748,2,52.289,-1.259
16886,25-34,UK,College Degree,Man,White,52521.926,5,52.289,-1.259
16887,25-34,UK,College Degree,Woman,White,108845.0563,2,52.289,-1.259
16888,25-34,UK,Master's degree,Woman,White,53463.85437,5,52.289,-1.259
16889,25-34,UK,College Degree,Woman,White,55887.75005,5,52.289,-1.259
16890,35-44,UK,Master's degree,Woman,White,26122.81351,21,52.289,-1.259
16891,25-34,UK,College Degree,Man,White,54269.0287,5,52.289,-1.259
16892,25-34,UK,Master's degree,Woman,Black or African American,51910.71914,8,52.289,-1.259
16893,25-34,UK,College Degree,Man,White,111635.9552,5,52.289,-1.259
16894,25-34,UK,Master's degree,Woman,White,46189.37644,1,52.289,-1.259
16895,25-34,UK,Master's degree,Woman,White,27449.88592,1,52.289,-1.259
16896,45-54,UK,Master's degree,Woman,White,181408.4271,21,52.289,-1.259
16897,35-44,UK,Master's degree,Man,White,117217.7529,11,52.289,-1.259
16898,35-44,UK,College Degree,Woman,White,121404.1012,21,52.289,-1.259
16899,25-34,UK,Master's degree,Woman,White,122799.5507,5,52.289,-1.259
16900,25-34,UK,High School,Woman,White,67253.68573,2,52.289,-1.259
16901,25-34,UK,College Degree,Woman,White,55817.97758,2,52.289,-1.259
16902,35-44,UK,College Degree,Woman,Asian or Asian American,111635.9552,11,52.289,-1.259
16903,25-34,UK,Master's degree,Woman,White,94890.56188,5,52.289,-1.259
16904,18-24,UK,College Degree,Man,White,77028.80905,2,52.289,-1.259
16905,35-44,UK,"Professional degree (MD, JD, etc.)",Woman,White,83740.92086,11,52.289,-1.259
16906,25-34,UK,College Degree,Woman,Asian or Asian American,217690.1125,8,52.289,-1.259
16907,25-34,UK,College Degree,Woman,White,86517.86524,2,52.289,-1.259
16908,45-54,UK,College Degree,Man,White,62795.22477,11,52.289,-1.259
16909,25-34,UK,College Degree,Woman,White,59306.60117,2,52.289,-1.259
16910,25-34,UK,Master's degree,Non-binary,White,41863.48318,2,52.289,-1.259
16911,25-34,UK,Master's degree,Man,White,50236.17982,5,52.289,-1.259
16912,18-24,UK,College Degree,Man,White,50933.90454,5,52.289,-1.259
16913,25-34,UK,College Degree,Non-binary,White,36281.68542,2,52.289,-1.259
16914,25-34,UK,College Degree,Man,"Hispanic, Latino, or Spanish origin",118473.6574,11,52.289,-1.259
16915,25-34,UK,College Degree,Woman,White,90983.30345,5,52.289,-1.259
16916,35-44,UK,College Degree,Woman,White,115822.3035,11,52.289,-1.259
16917,25-34,UK,College Degree,Man,White,95169.65177,5,52.289,-1.259
16918,25-34,UK,College Degree,Woman,White,48840.73038,2,52.289,-1.259
16919,25-34,UK,College Degree,Woman,Black or African American,31816.24722,2,52.289,-1.259
16920,35-44,UK,Master's degree,Man,White,111635.9552,8,52.289,-1.259
16921,35-44,UK,High School,Man,White,34886.23598,11,52.289,-1.259
16922,25-34,UK,Master's degree,Non-binary,White,36281.68542,5,52.289,-1.259
16923,18-24,UK,College Degree,Man,White,59306.60117,2,52.289,-1.259
16924,35-44,UK,Master's degree,Man,White,97681.46076,21,52.289,-1.259
16925,35-44,UK,College Degree,Man,White,93495.11244,5,52.289,-1.259
16926,45-54,UK,Master's degree,Man,White,80936.06748,21,52.289,-1.259
16927,25-34,UK,PhD,Woman,White,57562.28937,2,52.289,-1.259
16928,35-44,UK,College Degree,Man,White,41863.48318,8,52.289,-1.259
16929,25-34,UK,College Degree,Man,White,60004.32589,8,52.289,-1.259
16930,25-34,UK,College Degree,Man,White,49538.4551,5,52.289,-1.259
16931,25-34,UK,College Degree,Woman,White,80936.06748,5,52.289,-1.259
16932,35-44,UK,PhD,Man,White,83726.96636,1,52.289,-1.259
16933,25-34,UK,College Degree,Woman,White,47445.28094,2,52.289,-1.259
16934,25-34,UK,College Degree,Man,White,57213.42701,2,52.289,-1.259
16935,35-44,UK,PhD,Woman,White,76749.71917,5,52.289,-1.259
16936,35-44,UK,College Degree,Man,White,40468.03374,11,52.289,-1.259
16937,35-44,UK,College Degree,Woman,White,42904.48846,2,52.289,-1.259
16938,45-54,UK,College Degree,Man,White,99076.9102,21,52.289,-1.259
16939,25-34,UK,College Degree,Woman,White,76749.71917,2,52.289,-1.259
16940,25-34,UK,College Degree,Woman,White,62795.22477,5,52.289,-1.259
16941,35-44,UK,Master's degree,Woman,White,93495.11244,11,52.289,-1.259
16942,25-34,UK,College Degree,Man,White,48840.73038,5,52.289,-1.259
16943,35-44,UK,College Degree,Man,White,725633.7085,11,52.289,-1.259
16944,18-24,UK,College Degree,Woman,White,26653.08429,1,52.289,-1.259
16945,25-34,UK,College Degree,Man,White,65586.12365,5,52.289,-1.259
16946,25-34,UK,PhD,Woman,White,43468.25004,1,52.289,-1.259
16947,35-44,UK,College Degree,Woman,White,86517.86524,11,52.289,-1.259
16948,35-44,UK,College Degree,Man,White,147917.6406,8,52.289,-1.259
16949,35-44,UK,Master's degree,Woman,White,83726.96636,8,52.289,-1.259
16950,35-44,UK,College Degree,Man,White,212108.3148,11,52.289,-1.259
16951,25-34,UK,College Degree,Man,White,101170.0844,5,52.289,-1.259
16952,35-44,UK,College Degree,Man,White,58608.87645,11,52.289,-1.259
16953,18-24,UK,College Degree,Man,White,53027.0787,2,52.289,-1.259
16954,35-44,UK,College Degree,Woman,White,119450.472,8,52.289,-1.259
16955,25-34,UK,College Degree,Man,White,58608.87645,8,52.289,-1.259
16956,35-44,UK,College Degree,Man,White,146522.1911,8,52.289,-1.259
16957,18-24,UK,College Degree,Man,White,39770.30902,2,52.289,-1.259
16958,35-44,UK,College Degree,Man,White,69772.47197,8,52.289,-1.259
16959,35-44,UK,PhD,Woman,White,60702.05061,8,52.289,-1.259
16960,18-24,UK,College Degree,Man,Another option not listed here or prefer not to answer,32095.33711,2,52.289,-1.259
16961,25-34,UK,Master's degree,Man,White,104658.708,11,52.289,-1.259
16962,35-44,UK,College Degree,Man,White,33490.78655,8,52.289,-1.259
16963,45-54,UK,College Degree,Man,White,121404.1012,11,52.289,-1.259
16964,25-34,UK,College Degree,Man,Black or African American,181408.4271,2,52.289,-1.259
16965,35-44,UK,Master's degree,Woman,White,97141.42182,11,52.289,-1.259
16966,25-34,UK,College Degree,Man,White,61399.77533,5,52.289,-1.259
16967,25-34,UK,College Degree,Man,White,39770.30902,2,52.289,-1.259
16968,35-44,UK,College Degree,Man,White,72702.91579,11,52.289,-1.259
16969,35-44,UK,College Degree,Man,White,64609.30904,21,52.289,-1.259
16970,35-44,UK,College Degree,Man,White,156290.3372,11,52.289,-1.259
16971,25-34,UK,College Degree,Woman,White,62493.80769,2,52.289,-1.259
16972,25-34,UK,Master's degree,Woman,White,76749.71917,5,52.289,-1.259
16973,35-44,UK,Master's degree,Woman,White,111635.9552,11,52.289,-1.259
16974,35-44,UK,PhD,Man,White,41863.48318,11,52.289,-1.259
16975,45-54,UK,College Degree,Man,White,69772.47197,21,52.289,-1.259
16976,25-34,UK,College Degree,Man,White,65586.12365,5,52.289,-1.259
16977,35-44,UK,High School,Man,White,44158.99751,11,52.289,-1.259
16978,35-44,UK,College Degree,Man,White,167453.9327,11,52.289,-1.259
16979,45-54,UK,College Degree,Woman,White,34188.51126,2,52.289,-1.259
16980,35-44,UK,College Degree,Man,White,171640.281,21,52.289,-1.259
16981,45-54,UK,College Degree,Man,White,86517.86524,11,52.289,-1.259
16982,45-54,UK,Master's degree,Man,White,54422.52814,11,52.289,-1.259
16983,45-54,UK,College Degree,Man,White,75354.26973,21,52.289,-1.259
16984,35-44,UK,College Degree,Man,White,53515.486,11,52.289,-1.259
16985,35-44,UK,College Degree,Man,White,58608.87645,11,52.289,-1.259
16986,55-64,UK,Master's degree,Man,White,161872.135,31,52.289,-1.259
16987,25-34,UK,Master's degree,Woman,White,47445.28094,2,52.289,-1.259
16988,25-34,UK,Master's degree,Woman,Middle Eastern or Northern African,209317.4159,2,52.289,-1.259
16989,25-34,UK,Master's degree,Man,Asian or Asian American,60004.32589,8,52.289,-1.259
16990,25-34,UK,Master's degree,Woman,White,50236.17982,5,52.289,-1.259
16991,35-44,UK,College Degree,Man,White,80936.06748,11,52.289,-1.259
16992,35-44,UK,College Degree,Man,White,62795.22477,11,52.289,-1.259
16993,35-44,UK,PhD,Man,White,184199.326,2,52.289,-1.259
16994,35-44,UK,College Degree,Man,White,35021.59458,11,52.289,-1.259
16995,25-34,UK,College Degree,Woman,Black or African American,69772.47197,5,52.289,-1.259
16996,25-34,UK,Master's degree,Woman,White,36281.68542,2,52.289,-1.259
16997,55-64,UK,College Degree,Man,White,100472.3596,21,52.289,-1.259
16998,25-34,UK,High School,Man,White,58608.87645,2,52.289,-1.259
16999,35-44,UK,High School,Man,White,125590.4495,11,52.289,-1.259
17000,25-34,UK,Master's degree,Woman,White,118613.2023,5,52.289,-1.259
17001,35-44,UK,High School,Man,White,93495.11244,11,52.289,-1.259
17002,55-64,UK,High School,Man,White,54422.52814,11,52.289,-1.259
17003,25-34,UK,College Degree,Man,White,99076.9102,11,52.289,-1.259
17004,25-34,UK,College Degree,Woman,White,34328.05621,11,52.289,-1.259
17005,25-34,UK,Master's degree,Woman,White,43956.65734,5,52.289,-1.259
17006,35-44,UK,PhD,Woman,White,41765.80172,11,52.289,-1.259
17007,45-54,UK,PhD,Man,White,73958.82029,11,52.289,-1.259
17008,35-44,UK,Master's degree,Man,Another option not listed here or prefer not to answer,244203.6519,21,52.289,-1.259
17009,25-34,UK,"Professional degree (MD, JD, etc.)",Man,White,66981.57309,8,52.289,-1.259
17010,18-24,UK,High School,Man,White,27043.81014,5,52.289,-1.259
17011,25-34,UK,College Degree,Woman,White,51369.28476,2,52.289,-1.259
17012,25-34,UK,College Degree,Woman,White,132567.6967,5,52.289,-1.259
17013,45-54,UK,Master's degree,Man,White,230249.1575,21,52.289,-1.259
17014,25-34,UK,College Degree,Woman,White,73261.09557,5,52.289,-1.259
17015,25-34,UK,Master's degree,Man,White,125590.4495,11,52.289,-1.259
17016,35-44,UK,College Degree,Man,White,265135.3935,11,52.289,-1.259
17017,35-44,UK,Master's degree,Man,White,92099.663,21,52.289,-1.259
17018,55-64,UK,"Professional degree (MD, JD, etc.)",Man,White,58608.87645,21,52.289,-1.259
17019,35-44,UK,Master's degree,Non-binary,White,55817.97758,11,52.289,-1.259
17020,35-44,UK,College Degree,Woman,White,83726.96636,11,52.289,-1.259
17021,25-34,UK,College Degree,Woman,White,39072.5843,2,52.289,-1.259
17022,35-44,UK,Master's degree,Man,White,77447.44389,11,52.289,-1.259
17023,25-34,UK,College Degree,Woman,White,75354.26973,2,52.289,-1.259
17024,35-44,UK,PhD,Man,Asian or Asian American,265135.3935,8,52.289,-1.259
17025,18-24,UK,High School,Man,White,66981.57309,5,52.289,-1.259
17026,35-44,UK,Master's degree,Woman,White,38430.67756,2,52.289,-1.259
17027,25-34,UK,Master's degree,Woman,White,43258.93262,5,52.289,-1.259
17028,25-34,UK,"Professional degree (MD, JD, etc.)",Woman,White,54422.52814,5,52.289,-1.259
17029,35-44,UK,"Professional degree (MD, JD, etc.)",Woman,White,34886.23598,21,52.289,-1.259
17030,35-44,UK,College Degree,Man,White,210712.8653,11,52.289,-1.259
17031,25-34,UK,PhD,Man,White,44654.38206,2,52.289,-1.259
17032,35-44,UK,College Degree,Woman,Asian or Asian American,55817.97758,11,52.289,-1.259
17033,35-44,UK,PhD,Woman,White,100472.3596,11,52.289,-1.259
17034,25-34,UK,PhD,Man,Asian or Asian American,118613.2023,2,52.289,-1.259
17035,25-34,UK,College Degree,Woman,White,53027.0787,5,52.289,-1.259
17036,35-44,UK,College Degree,Woman,White,33490.78655,2,52.289,-1.259
17037,25-34,UK,High School,Man,White,55817.97758,5,52.289,-1.259
17038,35-44,UK,Master's degree,Man,White,85122.4158,21,52.289,-1.259
17039,45-54,UK,Master's degree,Woman,White,104658.708,21,52.289,-1.259
17040,18-24,UK,College Degree,Man,White,47445.28094,5,52.289,-1.259
17041,35-44,UK,College Degree,Woman,White,69772.47197,11,52.289,-1.259
17042,45-54,UK,College Degree,Woman,White,45352.10678,2,52.289,-1.259
17043,25-34,UK,Master's degree,Woman,White,36979.41014,2,52.289,-1.259
17044,18-24,UK,Master's degree,Man,White,55817.97758,1,52.289,-1.259
17045,25-34,UK,College Degree,Non-binary,White,51631.62926,2,52.289,-1.259
17046,35-44,UK,College Degree,Man,Another option not listed here or prefer not to answer,69772.47197,8,52.289,-1.259
17047,45-54,UK,Master's degree,Man,White,59306.60117,11,52.289,-1.259
17048,25-34,UK,Master's degree,Prefer not to answer,White,64190.67421,2,52.289,-1.259
17049,25-34,UK,College Degree,Man,"Hispanic, Latino, or Spanish origin",145000.0,11,52.289,-1.259
17050,25-34,UK,Master's degree,Non-binary,White,34746.69104,1,52.289,-1.259
17051,35-44,UK,College Degree,Woman,White,66265.35438,8,52.289,-1.259
17052,55-64,UK,Master's degree,Man,White,70869.05268,21,52.289,-1.259
17053,25-34,UK,Master's degree,Woman,Black or African American,53012.2835,1,52.289,-1.259
17054,25-34,UK,Master's degree,Man,White,139506.0092,8,52.289,-1.259
17055,25-34,UK,College Degree,Man,White,76728.30507,11,52.289,-1.259
17056,35-44,UK,PhD,Man,White,73938.18489,2,52.289,-1.259
17057,45-54,UK,College Degree,Man,White,111604.8074,31,52.289,-1.259
17058,25-34,UK,College Degree,Man,White,65567.82433,2,52.289,-1.259
17059,35-44,UK,Master's degree,Man,White,100444.3266,11,52.289,-1.259
17060,35-44,UK,College Degree,Man,White,147318.3457,5,52.289,-1.259
17061,25-34,UK,College Degree,Man,White,132530.7088,8,52.289,-1.259
17062,35-44,UK,Master's degree,Man,White,217629.3744,11,52.289,-1.259
17063,35-44,UK,Master's degree,Woman,White,122765.2881,11,52.289,-1.259
17064,18-24,UK,College Degree,Woman,White,27901.20184,2,52.289,-1.259
17065,25-34,UK,College Degree,Man,White,122723.4363,5,52.289,-1.259
17066,25-34,UK,College Degree,Man,White,72543.1248,2,52.289,-1.259
17067,45-54,UK,College Degree,Woman,White,304123.1001,21,52.289,-1.259
17068,25-34,UK,College Degree,Man,White,279012.0184,5,52.289,-1.259
17069,25-34,UK,College Degree,Man,White,69753.00461,8,52.289,-1.259
17070,35-44,UK,College Degree,Man,White,202283.7134,11,52.289,-1.259
17071,45-54,UK,College Degree,Man,White,64172.76424,11,52.289,-1.259
17072,35-44,UK,High School,Man,White,160431.9106,21,52.289,-1.259
17073,25-34,UK,College Degree,Woman,Another option not listed here or prefer not to answer,104629.5069,2,52.289,-1.259
17074,25-34,UK,Master's degree,Man,White,93050.50815,8,52.289,-1.259
17075,35-44,UK,College Degree,Non-binary,White,124160.3482,2,52.289,-1.259
17076,25-34,UK,"Professional degree (MD, JD, etc.)",Man,White,59290.05392,5,52.289,-1.259
17077,35-44,UK,College Degree,Man,White,40456.74267,11,52.289,-1.259
17078,25-34,UK,College Degree,Man,White,86493.72572,11,52.289,-1.259
17079,35-44,UK,College Degree,Prefer not to answer,White,69753.00461,11,52.289,-1.259
17080,35-44,UK,Master's degree,Man,White,40456.74267,1,52.289,-1.259
17081,45-54,UK,College Degree,Man,White,73938.18489,11,52.289,-1.259
17082,35-44,UK,Master's degree,Man,White,111604.8074,8,52.289,-1.259
17083,35-44,UK,College Degree,Man,White,126950.4684,11,52.289,-1.259
17084,35-44,UK,College Degree,Man,White,122067.7581,21,52.289,-1.259
17085,18-24,UK,College Degree,Man,White,50222.16332,2,52.289,-1.259
17086,25-34,UK,Master's degree,Man,White,145086.2496,8,52.289,-1.259
17087,55-64,UK,PhD,Woman,White,76728.30507,21,52.289,-1.259
17088,45-54,UK,College Degree,Woman,White,69055.47456,11,52.289,-1.259
17089,25-34,UK,College Degree,Woman,Black or African American,48827.10323,2,52.289,-1.259
17090,35-44,UK,College Degree,Man,White,58313.51185,8,52.289,-1.259
17091,35-44,UK,Master's degree,Woman,White,136018.359,11,52.289,-1.259
17092,35-44,UK,College Degree,Man,White,118580.1078,11,52.289,-1.259
17093,35-44,UK,College Degree,Man,White,59290.05392,5,52.289,-1.259
17094,18-24,UK,College Degree,Woman,White,41851.80277,1,52.289,-1.259
17095,35-44,UK,Master's degree,Man,White,174382.5115,5,52.289,-1.259
17096,45-54,UK,PhD,Man,White,72543.1248,21,52.289,-1.259
17097,35-44,UK,Master's degree,Woman,White,27901.20184,5,52.289,-1.259
17098,35-44,UK,College Degree,Man,White,44362.91093,11,52.289,-1.259
17099,25-34,UK,College Degree,Woman,White,33481.44221,2,52.289,-1.259
17100,25-34,UK,High School,Woman,White,57197.46378,1,52.289,-1.259
17101,25-34,UK,College Degree,Man,White,124160.3482,11,52.289,-1.259
17102,25-34,UK,College Degree,Non-binary,White,57057.95777,2,52.289,-1.259
17103,25-34,UK,Master's degree,Woman,White,34876.50231,11,52.289,-1.259
17104,35-44,UK,College Degree,Woman,White,87888.78581,11,52.289,-1.259
17105,25-34,UK,College Degree,Woman,White,58592.52387,2,52.289,-1.259
17106,65 or over,UK,College Degree,Man,White,62777.70415,41,52.289,-1.259
17107,25-34,UK,Master's degree,Woman,White,45939.32884,1,52.289,-1.259
17108,35-44,UK,College Degree,Man,White,163222.0308,11,52.289,-1.259
17109,35-44,UK,Master's degree,Woman,White,89283.8459,8,52.289,-1.259
17110,35-44,UK,College Degree,Man,White,69753.00461,11,52.289,-1.259
17111,18-24,UK,College Degree,Man,White,62777.70415,2,52.289,-1.259
17112,35-44,UK,College Degree,Man,White,99049.26655,2,52.289,-1.259
17113,18-24,UK,College Degree,Woman,White,32644.40616,2,52.289,-1.259
17114,25-34,UK,College Degree,Woman,White,118580.1078,8,52.289,-1.259
17115,25-34,UK,Master's degree,Woman,White,43756.05979,8,52.289,-1.259
17116,35-44,UK,College Degree,Man,White,251389.8286,21,52.289,-1.259
17117,25-34,UK,College Degree,Man,White,125555.4083,8,52.289,-1.259
17118,35-44,UK,College Degree,Man,White,68846.21555,21,52.289,-1.259
17119,25-34,UK,Master's degree,Man,White,34876.50231,5,52.289,-1.259
17120,25-34,UK,"Professional degree (MD, JD, etc.)",Woman,White,30691.32203,8,52.289,-1.259
17121,25-34,UK,College Degree,Man,White,62777.70415,2,52.289,-1.259
17122,35-44,UK,PhD,Woman,White,71195.49675,5,52.289,-1.259
17123,25-34,UK,College Degree,Man,White,133353.7942,8,52.289,-1.259
17124,35-44,UK,PhD,Woman,White,53012.2835,2,52.289,-1.259
17125,35-44,UK,College Degree,Prefer not to answer,White,131135.6487,8,52.289,-1.259
17126,25-34,UK,College Degree,Man,White,136576.383,5,52.289,-1.259
17127,25-34,UK,Master's degree,Man,Another option not listed here or prefer not to answer,48129.57318,5,52.289,-1.259
17128,35-44,UK,College Degree,Man,White,53012.2835,5,52.289,-1.259
17129,25-34,UK,College Degree,Woman,White,66265.35438,8,52.289,-1.259
17130,25-34,UK,College Degree,Man,White,48827.10323,2,52.289,-1.259
17131,25-34,UK,College Degree,Woman,Another option not listed here or prefer not to answer,75333.24498,8,52.289,-1.259
17132,35-44,UK,"Professional degree (MD, JD, etc.)",Woman,White,63828.1844,11,52.289,-1.259
17133,25-34,UK,College Degree,Man,White,81052.99136,8,52.289,-1.259
17134,35-44,UK,College Degree,Man,Black or African American,34876.50231,11,52.289,-1.259
17135,35-44,UK,College Degree,Man,White,140622.0573,11,52.289,-1.259
17136,25-34,UK,Master's degree,Woman,White,76728.30507,8,52.289,-1.259
17137,25-34,UK,Master's degree,Woman,White,55802.40369,5,52.289,-1.259
17138,45-54,UK,College Degree,Man,White,167407.2111,31,52.289,-1.259
17139,55-64,UK,College Degree,Man,White,40456.74267,2,52.289,-1.259
17140,35-44,UK,Master's degree,Man,White,223209.6148,11,52.289,-1.259
17141,25-34,UK,Master's degree,Woman,White,87888.78581,5,52.289,-1.259
17142,35-44,UK,Master's degree,Man,White,76728.30507,8,52.289,-1.259
17143,25-34,UK,Master's degree,Man,White,76728.30507,11,52.289,-1.259
